date,se,browser,hits,hits_fixed,hits_week_trend,hits_week_seasonal,hits_year_trend,hits_year_seasonal
2014-03-16,yandex,chrome,23853656.0,23853656.0,23787683.0,23037029.0,21395837.0,23554963.0
2014-03-17,search,chrome,65470375.0,65470375.0,61195604.0,64407084.0,55013154.0,60496268.0
2014-03-17,yandex,chrome,25694298.0,25694298.0,23736744.0,25147329.0,21390764.0,23525032.0
2014-03-18,search,chrome,64116072.0,64116072.0,61044234.0,63460487.0,55009498.0,60413855.0
2014-03-18,yandex,chrome,25035478.0,25035478.0,23685805.0,24775737.0,21385690.0,23508231.0
2014-03-19,search,chrome,62819596.0,62819596.0,60598754.0,62481504.0,55005842.0,60206427.0
2014-03-19,yandex,chrome,24471399.0,24471399.0,23498288.0,24391872.0,21380616.0,23433663.0
2014-03-20,search,chrome,62537060.0,62537060.0,60153274.0,61416040.0,55002186.0,60021174.0
2014-03-20,yandex,chrome,24428449.0,24428449.0,23310772.0,23949540.0,21375542.0,23362764.0
2014-03-21,search,chrome,57972612.0,57972612.0,59682253.0,58027514.0,54998530.0,59832708.0
2014-03-21,yandex,chrome,22560240.0,22560240.0,23095958.0,22447624.0,21370469.0,23280181.0
2014-03-22,search,chrome,52341620.0,52341620.0,59211232.0,53371890.0,54994874.0,59560048.0
2014-03-22,yandex,chrome,19928331.0,19928331.0,22881144.0,20311370.0,21365395.0,23171640.0
2014-03-23,search,chrome,55668517.0,55668517.0,58970558.0,57876668.0,54991218.0,59357727.0
2014-03-23,yandex,chrome,21146295.0,21146295.0,22760124.0,22024328.0,21360321.0,23089276.0
2014-03-24,search,chrome,61589113.0,61589113.0,58729885.0,62590434.0,54987562.0,58821491.0
2014-03-24,yandex,chrome,23923585.0,23923585.0,22639103.0,24338961.0,21355247.0,22897088.0
2014-03-25,search,chrome,59764208.0,59764208.0,58704727.0,60535994.0,54983906.0,58331382.0
2014-03-25,yandex,chrome,22993844.0,22993844.0,22621708.0,23442590.0,21350173.0,22729959.0
2014-03-26,search,chrome,60374660.0,60374660.0,58679569.0,60183218.0,54980250.0,57477283.0
2014-03-26,yandex,chrome,23347480.0,23347480.0,22604312.0,23330921.0,21345100.0,22440553.0
2014-03-27,search,chrome,60132770.0,60132770.0,58663983.0,59675507.0,54976594.0,56615375.0
2014-03-27,yandex,chrome,23168128.0,23168128.0,22617127.0,23145476.0,21340026.0,22159143.0
2014-03-28,search,chrome,58315458.0,58315458.0,58648398.0,57168944.0,54972938.0,55752028.0
2014-03-28,yandex,chrome,22441029.0,22441029.0,22629941.0,22081687.0,21334952.0,21873393.0
2014-03-29,search,chrome,54329793.0,54329793.0,58430415.0,52299591.0,54969282.0,54823884.0
2014-03-29,yandex,chrome,20759767.0,20759767.0,22586309.0,19903573.0,21329878.0,21573757.0
2014-03-30,search,chrome,58119652.0,58119652.0,58212433.0,57414784.0,54965626.0,54467270.0
2014-03-30,yandex,chrome,22195059.0,22195059.0,22542678.0,21918901.0,21324804.0,21451226.0
2014-03-31,search,chrome,62985235.0,62985235.0,57904969.0,62365947.0,54961970.0,54082260.0
2014-03-31,yandex,chrome,24738194.0,24738194.0,22465124.0,24420659.0,21319731.0,21320157.0
2014-04-01,search,chrome,57912201.0,57912201.0,57597506.0,59402797.0,54958314.0,54382159.0
2014-04-01,yandex,chrome,22661250.0,22661250.0,22387570.0,23198774.0,21314657.0,21404552.0
2014-04-02,search,chrome,57355732.0,57355732.0,57447306.0,58852293.0,54954658.0,54733737.0
2014-04-02,yandex,chrome,22459033.0,22459033.0,22344229.0,23049600.0,21309583.0,21500384.0
2014-04-03,search,chrome,56398222.0,56398222.0,57297107.0,57996329.0,54951002.0,55478912.0
2014-04-03,yandex,chrome,22192393.0,22192393.0,22300887.0,22694244.0,21304509.0,21721471.0
2014-04-04,search,chrome,54800583.0,54800583.0,57435561.0,56117777.0,54947346.0,56312973.0
2014-04-04,yandex,chrome,21440028.0,21440028.0,22349829.0,21825666.0,21299435.0,21969678.0
2014-04-05,search,chrome,50325477.0,50325477.0,57574015.0,50971170.0,54943690.0,56989443.0
2014-04-05,yandex,chrome,19278642.0,19278642.0,22398770.0,19489563.0,21294362.0,22168020.0
2014-04-06,search,chrome,57885775.0,57885775.0,57924512.0,57026607.0,54940034.0,57728144.0
2014-04-06,yandex,chrome,22161841.0,22161841.0,22517359.0,21858051.0,21289288.0,22383254.0
2014-04-07,search,chrome,63751757.0,63751757.0,58275010.0,62883970.0,54936378.0,57955972.0
2014-04-07,yandex,chrome,24863055.0,24863055.0,22635947.0,24664573.0,21284214.0,22441973.0
2014-04-08,search,chrome,61665253.0,61665253.0,58575217.0,60928287.0,54932722.0,58166538.0
2014-04-08,yandex,chrome,24072184.0,24072184.0,22734845.0,23792537.0,21279140.0,22491068.0
2014-04-09,search,chrome,61128970.0,61128970.0,58875424.0,60539986.0,54929066.0,58046564.0
2014-04-09,yandex,chrome,23967358.0,23967358.0,22833742.0,23658587.0,21274067.0,22441603.0
2014-04-10,search,chrome,60043263.0,60043263.0,58829535.0,59478211.0,54925410.0,57816715.0
2014-04-10,yandex,chrome,23391470.0,23391470.0,22818392.0,23218559.0,21268993.0,22354557.0
2014-04-11,search,chrome,57988903.0,57988903.0,58783645.0,57669326.0,54921754.0,57637270.0
2014-04-11,yandex,chrome,22364227.0,22364227.0,22803041.0,22337172.0,21263919.0,22289719.0
2014-04-12,search,chrome,51465049.0,51465049.0,58355290.0,51081084.0,54918098.0,57335884.0
2014-04-12,yandex,chrome,19485743.0,19485743.0,22644384.0,19436169.0,21258845.0,22179366.0
2014-04-13,search,chrome,58392293.0,58392293.0,57926936.0,56358921.0,54914442.0,57172187.0
2014-04-13,yandex,chrome,22391611.0,22391611.0,22485727.0,21590071.0,21253771.0,22115420.0
2014-04-14,search,chrome,61882000.0,61882000.0,57126732.0,61650682.0,54910786.0,56889994.0
2014-04-14,yandex,chrome,24396080.0,24396080.0,22179718.0,24176059.0,21248698.0,22007827.0
2014-04-15,search,chrome,60144094.0,60144094.0,56326529.0,59506235.0,54907130.0,56743539.0
2014-04-15,yandex,chrome,23602756.0,23602756.0,21873708.0,23263252.0,21243624.0,21941025.0
2014-04-16,search,chrome,57662449.0,57662449.0,55297336.0,57391877.0,54903474.0,56521556.0
2014-04-16,yandex,chrome,22553507.0,22553507.0,21482568.0,22469511.0,21238550.0,21847922.0
2014-04-17,search,chrome,55026719.0,55026719.0,54268144.0,54542494.0,54899818.0,56223810.0
2014-04-17,yandex,chrome,21484604.0,21484604.0,21091428.0,21316489.0,21233476.0,21728564.0
2014-04-18,search,chrome,53029321.0,53029321.0,53504394.0,52210990.0,54896162.0,56024733.0
2014-04-18,yandex,chrome,20509299.0,20509299.0,20809714.0,20238506.0,21228402.0,21649632.0
2014-04-19,search,chrome,43189962.0,43189962.0,52740644.0,45642875.0,54892506.0,55700231.0
2014-04-19,yandex,chrome,16352790.0,16352790.0,20527999.0,17399279.0,21223329.0,21534676.0
2014-04-20,search,chrome,46553523.0,46553523.0,52414554.0,50558272.0,54888850.0,55560837.0
2014-04-20,yandex,chrome,17864375.0,17864375.0,20438077.0,19486303.0,21218255.0,21497480.0
2014-04-21,search,chrome,55018374.0,55018374.0,52088463.0,56805071.0,54885194.0,55334661.0
2014-04-21,yandex,chrome,21702900.0,21702900.0,20348154.0,22462620.0,21213181.0,21431855.0
2014-04-22,search,chrome,55523293.0,55523293.0,51923723.0,55904438.0,54881538.0,55175120.0
2014-04-22,yandex,chrome,21793384.0,21793384.0,20311393.0,22049028.0,21208107.0,21385038.0
2014-04-23,search,chrome,54941519.0,54941519.0,51758982.0,54165088.0,54877882.0,54925370.0
2014-04-23,yandex,chrome,21719063.0,21719063.0,20274631.0,21376117.0,21203034.0,21299869.0
2014-04-24,search,chrome,53915279.0,53915279.0,51572610.0,50696888.0,54874226.0,54602600.0
2014-04-24,yandex,chrome,21469543.0,21469543.0,20189330.0,19860103.0,21197960.0,21170695.0
2014-04-25,search,chrome,51222611.0,51222611.0,51386238.0,48672810.0,54870570.0,54170457.0
2014-04-25,yandex,chrome,20176656.0,20176656.0,20104030.0,18872681.0,21192886.0,20988192.0
2014-04-26,search,chrome,45317959.0,45317959.0,50765437.0,44374208.0,54866914.0,53515178.0
2014-04-26,yandex,chrome,17477512.0,17477512.0,19803033.0,16976430.0,21187812.0,20704966.0
2014-04-27,search,chrome,48689114.0,48689114.0,50144636.0,48638908.0,54863258.0,52823964.0
2014-04-27,yandex,chrome,18829259.0,18829259.0,19502036.0,18759631.0,21182738.0,20396099.0
2014-04-28,search,chrome,54760282.0,54760282.0,49425584.0,54641674.0,54859602.0,52006457.0
2014-04-28,yandex,chrome,21466448.0,21466448.0,19148561.0,21486700.0,21177665.0,20034058.0
2014-04-29,search,chrome,52542565.0,52542565.0,48706532.0,53198518.0,54855946.0,51279731.0
2014-04-29,yandex,chrome,20438445.0,20438445.0,18795087.0,20799829.0,21172591.0,19703677.0
2014-04-30,search,chrome,49260907.0,49260907.0,48417733.0,51082371.0,54852289.0,50693878.0
2014-04-30,yandex,chrome,18968117.0,18968117.0,18647865.0,19875983.0,21167517.0,19443019.0
2014-05-01,search,chrome,40993187.0,40993187.0,48128935.0,46778631.0,54848633.0,50271458.0
2014-05-01,yandex,chrome,15228203.0,15228203.0,18500643.0,17927740.0,21162443.0,19253640.0
2014-05-02,search,chrome,42201165.0,42201165.0,48264367.0,43787746.0,54844977.0,50103217.0
2014-05-02,yandex,chrome,15780194.0,15780194.0,18573601.0,16559720.0,21157369.0,19183103.0
2014-05-03,search,chrome,43932414.0,43932414.0,48399799.0,42401438.0,54841321.0,50088628.0
2014-05-03,yandex,chrome,16645698.0,16645698.0,18646560.0,15974797.0,21152296.0,19182042.0
2014-05-04,search,chrome,49484946.0,49484946.0,48662796.0,47958095.0,54837665.0,50189147.0
2014-05-04,yandex,chrome,18992530.0,18992530.0,18783556.0,18408685.0,21147222.0,19227686.0
2014-05-05,search,chrome,56089182.0,56089182.0,48925792.0,54596236.0,54834009.0,50299695.0
2014-05-05,yandex,chrome,22237235.0,22237235.0,18920552.0,21425112.0,21142148.0,19281820.0
2014-05-06,search,chrome,55537331.0,55537331.0,49195235.0,53757001.0,54830353.0,50487699.0
2014-05-06,yandex,chrome,22022586.0,22022586.0,19049821.0,21144691.0,21137074.0,19362251.0
2014-05-07,search,chrome,53366032.0,53366032.0,49464678.0,52129654.0,54826697.0,50641998.0
2014-05-07,yandex,chrome,21128614.0,21128614.0,19179090.0,20421728.0,21132000.0,19431052.0
2014-05-08,search,chrome,48462275.0,48462275.0,49458006.0,48307294.0,54823041.0,50774848.0
2014-05-08,yandex,chrome,18752208.0,18752208.0,19169018.0,18626820.0,21126927.0,19481933.0
2014-05-09,search,chrome,39638221.0,39638221.0,49451335.0,44385671.0,54819385.0,50953321.0
2014-05-09,yandex,chrome,14736741.0,14736741.0,19158946.0,16897627.0,21121853.0,19551403.0
2014-05-10,search,chrome,43244894.0,43244894.0,49452968.0,42957694.0,54815729.0,51134519.0
2014-05-10,yandex,chrome,16252799.0,16252799.0,19133520.0,16234176.0,21116779.0,19614084.0
2014-05-11,search,chrome,50220656.0,50220656.0,49454600.0,48766599.0,54812073.0,51377517.0
2014-05-11,yandex,chrome,19480250.0,19480250.0,19108094.0,18728560.0,21111705.0,19702911.0
2014-05-12,search,chrome,54960534.0,54960534.0,49596201.0,55270590.0,54808417.0,51717056.0
2014-05-12,yandex,chrome,21376987.0,21376987.0,19145301.0,21645901.0,21106632.0,19834127.0
2014-05-13,search,chrome,53465850.0,53465850.0,49737803.0,54173174.0,54804761.0,52154799.0
2014-05-13,yandex,chrome,21050504.0,21050504.0,19182508.0,21237211.0,21101558.0,20005996.0
2014-05-14,search,chrome,52655950.0,52655950.0,49834955.0,52627084.0,54801105.0,52565586.0
2014-05-14,yandex,chrome,20487977.0,20487977.0,19212758.0,20525410.0,21096484.0,20172099.0
2014-05-15,search,chrome,51840197.0,51840197.0,49932108.0,50306613.0,54797449.0,52901722.0
2014-05-15,yandex,chrome,19988901.0,19988901.0,19243008.0,19360783.0,21091410.0,20307507.0
2014-05-16,search,chrome,47729750.0,47729750.0,49832224.0,45569269.0,54793793.0,53078008.0
2014-05-16,yandex,chrome,18234711.0,18234711.0,19192349.0,17331936.0,21086336.0,20379626.0
2014-05-17,search,chrome,41290884.0,41290884.0,49732340.0,42298903.0,54790137.0,53057090.0
2014-05-17,yandex,chrome,15426745.0,15426745.0,19141690.0,15821506.0,21081263.0,20366867.0
2014-05-18,search,chrome,47127332.0,47127332.0,49575439.0,47700234.0,54786481.0,52948592.0
2014-05-18,yandex,chrome,17823451.0,17823451.0,19081596.0,18174032.0,21076189.0,20326148.0
2014-05-19,search,chrome,54507284.0,54507284.0,49418539.0,54365855.0,54782825.0,52736156.0
